NC;NN;D1C;D1N;D2C;D2N;D3C;D3N;MC;MN;V
Nível Territorial (Código);Nível Territorial;Brasil, Unidade da Federação e Município (Código);Brasil, Unidade da Federação e Município;Variável (Código);Variável;Ano (Código);Ano;Unidade de Medida (Código);Unidade de Medida;Valor
6;Município;2313559;Tururu - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;76.57
6;Município;2313609;Ubajara - CE;93;População residente;2022;2022;45;Pessoas;32767
6;Município;2313609;Ubajara - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;423.673
6;Município;2313609;Ubajara - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;77.34
6;Município;2313708;Umari - CE;93;População residente;2022;2022;45;Pessoas;6871
6;Município;2313708;Umari - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;263.183
6;Município;2313708;Umari - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;26.11
6;Município;2313757;Umirim - CE;93;População residente;2022;2022;45;Pessoas;17470
6;Município;2313757;Umirim - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;315.648
6;Município;2313757;Umirim - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;55.35
6;Município;2313807;Uruburetama - CE;93;População residente;2022;2022;45;Pessoas;20189
6;Município;2313807;Uruburetama - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;99.400
6;Município;2313807;Uruburetama - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;203.11
6;Município;2313906;Uruoca - CE;93;População residente;2022;2022;45;Pessoas;13746
6;Município;2313906;Uruoca - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;697.683
6;Município;2313906;Uruoca - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;19.70
6;Município;2313955;Varjota - CE;93;População residente;2022;2022;45;Pessoas;18105
6;Município;2313955;Varjota - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;179.239
6;Município;2313955;Varjota - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;101.01
6;Município;2314003;Várzea Alegre - CE;93;População residente;2022;2022;45;Pessoas;38984
6;Município;2314003;Várzea Alegre - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;829.976
6;Município;2314003;Várzea Alegre - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;46.97
6;Município;2314102;Viçosa do Ceará - CE;93;População residente;2022;2022;45;Pessoas;59712
6;Município;2314102;Viçosa do Ceará - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;1310.910
6;Município;2314102;Viçosa do Ceará - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;45.55
